	H1hesc_mean	K562_mean	fold_change	log2_fold_change
SNORD115-29	0.112785	0.051299	2.19857720033	1.1365701919
SNORD115-26	0.112785	0.051299	2.19857720033	1.1365701919
SNORD115-25	0.112785	0.051299	2.19857720033	1.1365701919
SNORD116-27	0.636327	0.044819	14.1976499362	3.82758024251
SNORD116-26	0.661899	0.043008	15.3900404023	3.94392511395
SNORD116-25	0.390471	0.044819	8.71215135761	3.12302901845
SNORD116-24	5.230854	0.044819	116.710197092	6.8667868061
SNORD116-23	3.324838	0.044819	74.1834028855	6.21302454247
SNORD116-22	4.789113	0.044819	106.854123445	6.7394987717
LINC00597	0.018671	0.017460	1.06938458012	0.0967807792098
CEACAM1	0.478788	0.385055	1.24342722877	0.314322076705
LOC646471	0.629802	2.301628	0.273633312933	-1.86968421599
NEDD4	0.297763	5.060013	0.0588462235487	-4.08690635637
CGA	0.011026	0.012359	0.892163920706	-0.164619288484
AIFM2	1.336956	4.062583	0.329090139725	-1.60344529414
LRRC42	15.039226	12.565023	1.19691199586	0.259317080603
HEATR4	0.316679	0.079804	3.96821265606	1.98848934166
MEIS2	0.080257	6.106942	0.0131419065158	-6.24968160503
FLI1	0.035121	0.004294	8.17871353114	3.03187393263
SIPA1L1	9.894550	2.652018	3.73095159993	1.8995436448
PNOC	0.011374	0.006480	1.7552295064	0.811659683576
SNORD42B	2.798680	2.265401	1.2354016645	0.304980179594
SNORA70	13.572757	25.272782	0.537050393284	-0.896870627292
SNORD4A	3.767167	2.216400	1.69967825594	0.765261674309
SNORD4B	1.550199	1.938369	0.799744079102	-0.322389688487
SNORD73A	2.988588	5.688696	0.525355565204	-0.928633913013
SNORD21	1.286838	0.777748	1.65457052724	0.726456788856
SNORD15A	0.414343	0.630738	0.656917989064	-0.606214821989
BDNF	1.185516	0.015730	75.3647751691	6.23581847298
BDNF	1.286548	0.013699	93.9125132523	6.55324549562
ALDH4A1	8.176233	7.490113	1.09160344029	0.126448846514
PGBD2	1.629061	3.427834	0.475244988726	-1.07325668059
PKHD1	0.014997	0.009659	1.55259520501	0.634681737099
HIST2H4A	5.915268	44.893753	0.13176150475	-2.92399915868
HIST2H4A	4.872014	37.983003	0.128268271725	-2.96276374352
HIST1H4G	0.042765	0.023140	1.84807395996	0.8860224946
HIST1H4L	0.649731	0.017914	36.2692064681	5.1806732759
HIST1H4E	2.343889	10.143917	0.231063468373	-2.11363891021
HIST1H4B	2.836651	8.051428	0.352316446683	-1.50505627122
CFL1	338.582341	265.034709	1.27750188689	0.35332542205
ELP3	5.497835	8.390033	0.655281704475	-0.609812842774
TPCN2	2.761234	1.639059	1.68464544878	0.752444993123
TFCP2	9.020281	8.313006	1.08508054634	0.117802138981
OBSL1	19.394183	3.764478	5.15189190928	2.3651023249
UBE2D2	17.738845	24.195316	0.733152018973	-0.447815722887
ORC4	2.265924	3.583747	0.632277961538	-0.661369160579
HYI	3.791108	2.820383	1.34418212678	0.426728625916
MRPS35	9.241003	24.605476	0.375566919859	-1.41285809967
PIK3R4	6.025919	3.221946	1.87027298578	0.903248861815
KCNIP2	1.301002	2.397446	0.542661471163	-0.88187561358
PLA2G2E	0.019065	0.008672	2.19857720033	1.1365701919
RPAIN	26.181127	19.913860	1.31471881599	0.394754277723
WDR81	2.964145	2.703117	1.09656526024	0.132991674141
TEX30	1.201449	6.359057	0.188935050278	-2.40403772683
OCIAD2	33.930372	0.011550	2937.78346245	11.5205123466
OCIAD2	35.198544	0.011517	3056.15792441	11.57750338
ANKRD17	11.718587	10.207502	1.14803669265	0.199168753039
ZNF34	1.478131	0.738332	2.00198607268	1.00143193773
ZNF34	1.480989	0.733467	2.01916283974	1.01375726461
USP46	3.560506	1.237711	2.87668690004	1.52440820601
SCNN1G	0.453380	0.001775	255.384140172	7.99652512356
SACM1L	8.423839	12.187568	0.691182957163	-0.532860450186
GAGE6	0.029749	432.149759	6.8839105185e-05	-13.82641213
GAGE5	0.025904	649.742154	3.98674564121e-05	-14.6144289117
ASB14	0.362479	0.184666	1.96289033544	0.972979573245
ERI2	1.104183	14.958700	0.0738154509031	-3.75993335983
OR3A4P	0.007782	0.003539	2.19857720033	1.1365701919
R3HCC1L	3.732659	2.370975	1.57431364344	0.654722991134
MARCH6	6.592032	11.955579	0.551377075092	-0.858888810018
PSME1	28.891350	25.576276	1.12961516825	0.175831366083
TP53I11	17.025962	0.326772	52.103515643	5.70330881537
TP53I11	16.974384	0.327320	51.8586936353	5.69651395882
TP53I11	16.816333	0.322530	52.13875324	5.70428417995
AVPR2	0.084409	0.163734	0.515523642451	-0.955889502279
DIP2A	3.975598	5.866059	0.67772891491	-0.561219770377
ETS1	4.086041	1.567845	2.60615060959	1.38192045974
GJB4	0.093119	0.012574	7.40559758455	2.88861615651
BCAN	2.325483	3.145450	0.739316428216	-0.43573612333
ZNF761	3.906202	2.809882	1.39016594537	0.475257109043
EGFL8	6.685217	10.044572	0.665555123577	-0.58736993481
IGFL2	0.028555	1.113563	0.0256427937229	-5.28530274098
TMPRSS2	3.149447	0.008920	353.081945045	8.4638592401
PDE3B	1.144428	3.370671	0.339525218718	-1.55840935821
RBMY1A1	0.004930	0.002242	2.19857720032	1.1365701919
STC2	11.802989	4.843820	2.43671069296	1.28493497219
SNAR-H	0.094378	0.035189	2.68207091316	1.42334738217
MEF2C	0.061990	5.465345	0.0113423415966	-6.46213767815
HGC6.3	0.138374	0.072818	1.90027061853	0.92620488814
FAM196B	0.006226	0.012715	0.489648226289	-1.03018243636
DCT	0.009021	0.171962	0.0524578280602	-4.25269811362
SLC25A13	15.590899	15.710882	0.992363062143	-0.0110600588262
PPIAL4D	0.087174	0.256159	0.340311428	-1.55507249562
PPIAL4D	0.083077	0.248227	0.334680230331	-1.57914476181
C1orf27	1.831971	5.074284	0.361030446734	-1.46980758603
MAPKAP1	19.394491	12.212628	1.58806865848	0.667273287232
EMX2	0.034120	0.003027	11.2725597078	3.49474324646
MLF2	71.544348	43.952316	1.62777197191	0.702898612362
NPM1	182.355857	166.780390	1.09338907631	0.128806867225
PGF	0.802638	0.066756	12.0234135661	3.5877746445
ATP2B1	3.324544	3.943486	0.843046829012	-0.246315323616
SNX9	5.020198	14.098495	0.356080440436	-1.48972490451
CACNA1G	1.105006	0.008554	129.185752719	7.01330316062
PLCL1	0.006974	2.528675	0.00275798534678	-8.50216949285
UBL5	52.913766	55.914034	0.94634139894	-0.079567355609
CENPI	2.539815	2.260554	1.1235363404	0.168046788746
PQBP1	21.213568	41.292134	0.513743554941	-0.960879704999
IL18BP	2.777798	2.335360	1.18945180185	0.250296813043
TSSC4	8.023338	10.360552	0.774412192218	-0.368826428544
DNASE1L1	2.794252	3.939822	0.709233007419	-0.495668414642
PARK2	0.050188	0.036516	1.37440073385	0.458802711903
FGFR1	66.478626	0.044966	1478.42420086	10.5298445627
SLC6A8	27.876134	30.357415	0.918264439965	-0.123018416969
ACSM3	1.361920	87.704020	0.01552859751	-6.00892865346
RBBP4	11.650330	16.875019	0.690389114381	-0.534518377694
PYGM	3.131494	0.215051	14.5616652767	3.86410344693
NHLH1	0.259597	0.332618	0.780464151549	-0.357595727348
AXIN1	10.025559	9.804111	1.02258724972	0.032223942787
SNX15	5.143671	8.330551	0.617446726471	-0.695613429076
GOLT1B	2.458718	4.570743	0.5379253477	-0.894522122805
ZNF117	1.278321	9.355125	0.136643877707	-2.87150727315
AP5S1	1.064386	2.826067	0.376631663924	-1.40877380055
RSAD1	7.045117	7.055678	0.998503169795	-0.00216108730768
SLITRK3	0.538562	0.001008	534.283618504	9.06146197361
TNFAIP3	0.608475	4.035433	0.150783022737	-2.72945409594
PSD3	1.420538	0.008238	172.44203773	7.42996770569
CHID1	9.459994	12.090993	0.782400065644	-0.354021603554
FNBP4	8.673291	8.536005	1.01608313829	0.0230184516054
NCLN	19.261988	17.273309	1.11513017189	0.157212129323
MGST1	74.566976	13.828248	5.39236624052	2.43091848529
KIAA0947	7.045780	5.255492	1.34065082967	0.422933538584
HEPACAM2	0.004420	0.926440	0.00477074337876	-7.71157019971
FAM195B	20.758354	13.076667	1.58743463847	0.666697191127
MIR183	0.103659	0.038359	2.70235986541	1.43421980696
PIK3C2G	0.002719	0.002494	1.09005057837	0.124395077634
MIR874	0.118496	0.053896	2.19857720032	1.13657019189
SMC4	11.065216	30.515732	0.362606946275	-1.46352153257
CHD1L	10.083839	13.553968	0.743976875766	-0.426670314598
POLR2L	67.082711	91.709616	0.731468672804	-0.451132016658
MRPS23	14.898927	20.106038	0.741017559985	-0.432420364229
FIG4	5.378041	1.740611	3.08974350198	1.62748707639
PSMD6	26.716593	27.460598	0.972906473398	-0.0396269711248
LILRB4	0.002394	0.010614	0.225500613277	-2.14879673781
AP3M2	2.708549	3.975773	0.681263639347	-0.553714886115
MCU	9.306474	6.016871	1.54672974888	0.629221145063
TMEM116	1.633154	2.793424	0.58464246656	-0.774373469181
NFATC4	5.851616	0.144716	40.4352722873	5.33754242135
ZNF502	0.962178	0.196979	4.88467773171	2.28826338303
TIGD7	1.452184	1.712451	0.848014594068	-0.237839001552
PIGS	9.609423	27.838209	0.345188246726	-1.53454475169
NR1H4	0.004990	0.022128	0.225500613278	-2.14879673781
AQP1	0.118931	1.206639	0.0985635622453	-3.34280179149
SSPO	0.069693	0.117343	0.593932131256	-0.751630011495
SPTSSA	8.168100	9.209506	0.886920535617	-0.173123244032
ATP6V1G2	0.785322	0.140860	5.57517551241	2.47901722331
HEXDC	4.053940	4.019851	1.00848025229	0.0121828338698
FAM135A	2.196858	1.915557	1.14685048804	0.19767732315
CCDC77	6.127185	2.876484	2.13009530584	1.09091798171
MERTK	1.847036	0.431453	4.28096382838	2.09793564566
ATP12A	0.402888	0.001139	353.795480386	8.46677180799
DCAF13	12.938891	12.284898	1.05323554909	0.0748281215506
NCOA6	3.244846	4.179263	0.776415775743	-0.36509866288
DUSP22	5.125664	5.555508	0.922627529626	-0.116179754292
PMEPA1	1.583814	0.006302	251.305861425	7.97330051062
LHX6	0.195081	1.294313	0.15072137205	-2.7300440916
HDX	0.136273	0.000683	199.585210328	7.64086100776
YIPF3	26.708119	24.046940	1.11066601601	0.151425054812
MOB4	6.103608	4.030974	1.51417681734	0.598533685247
ZFR	11.011752	13.768668	0.799768807342	-0.32234508077
SORBS1	4.971187	1.561690	3.183209135	1.67048194432
NCS1	6.493792	2.663571	2.43800251001	1.28569961127
WDR7	1.498473	1.214031	1.23429574551	0.303688115284
SLC26A7	0.013147	0.016627	0.790688410239	-0.338818816833
SLC18B1	5.254442	6.686950	0.785775606517	-0.347810713172
TCP11L1	2.848470	0.933041	3.05288820414	1.61017475945
SCEL	0.002990	0.001360	2.19857720033	1.1365701919
CD22	0.022524	0.706581	0.0318772237322	-4.97133020292
NDUFC1	14.071310	28.676609	0.490689461304	-1.02711780838
NDUFC1	14.755408	30.116123	0.489950453329	-1.02929223209
NDUFC1	10.343274	19.466769	0.531329763803	-0.912320563541
WNK1	12.168859	7.959042	1.52893500429	0.612527078388
BBIP1	1.734736	3.795180	0.457089330425	-1.12945195156
RGS5	2.896979	0.052377	55.309927369	5.78946654245
BBIP1	1.828555	3.997727	0.457398668085	-1.12847593016
CAPZA3	0.014314	0.007611	1.88080284724	0.911348628121
CASP4	0.022530	0.308863	0.072946164605	-3.77702406428
CLVS1	0.171912	0.942127	0.182472110956	-2.45425211561
VKORC1L1	4.985472	7.407212	0.673056440421	-0.571200605057
BCS1L	6.034802	9.945810	0.606768247202	-0.720782505023
ARHGAP36	0.178765	0.004671	38.2749348887	5.25832801838
KANK1	6.000409	0.043133	139.113318466	7.12011673737
FMR1-AS1	0.301827	0.173523	1.73940852507	0.798596810092
PIN1P1	1.740118	1.791090	0.971541651331	-0.0416522474241
TTTY21	0.030295	0.013779	2.19857720033	1.1365701919
LRRC56	0.590164	2.677372	0.220426574097	-2.18162993265
OR2C3	0.003411	0.013744	0.248222638873	-2.010293394
BTN3A3	0.721450	0.671885	1.07376995772	0.102684946393
TRIM65	9.964098	9.867587	1.00978062346	0.0140418990975
NAA10	24.590928	42.699696	0.575904066081	-0.796099586893
MELK	9.810525	8.834415	1.11048956272	0.151195833334
FAM92B	0.037978	0.006705	5.66393769166	2.50180539458
RAB43	5.815966	4.463328	1.3030559011	0.381898976852
FAM83H	11.301237	9.665792	1.16919925451	0.225520814386
ZNF621	1.989469	2.976665	0.668355195193	-0.581313072799
ZNF615	1.380327	0.432473	3.19170930512	1.67432925959
SH3GL3	4.002955	2.148465	1.86316966428	0.897759055208
C14orf23	0.016668	0.026736	0.623433123279	-0.68169328686
C14orf23	0.006258	0.007158	0.874322163161	-0.193763124595
ANKRD30BL	0.011673	0.007338	1.5909255573	0.669866330558
LMLN	0.680835	1.828655	0.37231444733	-1.42540649512
LMLN	0.684067	1.825013	0.374828349076	-1.41569802363
DSCR9	0.033858	0.193708	0.174786558518	-2.5163338523
U2SURP	8.752380	13.387087	0.65379270823	-0.613094808114
TRAPPC13	1.893079	3.172182	0.596775037004	-0.744740905715
GSTT2B	4.224311	0.009547	442.455061295	8.78938712262
CAPSL	0.013810	0.004363	3.16556462598	1.66246284893
VAV3	1.557854	0.007218	215.841093952	7.75382575523
ATP13A2	15.508695	9.476944	1.63646592922	0.710583566174
CCNJ	5.450334	1.728854	3.15256940979	1.65652813457
DUX4L6	0.008305	0.017495	0.474688418361	-1.07494724414
BHLHB9	3.201369	0.484349	6.60963393636	2.72457037267
PKIA	1.857568	0.001483	1252.81620858	10.2909590677
SLMO1	2.263055	1.356149	1.66873629432	0.738755987696
CDC25C	5.145517	6.098372	0.843752445434	-0.245108316491
MAD2L1BP	10.152292	17.470251	0.58111885055	-0.783094840787
CACNG3	0.039778	0.001573	25.2896048102	4.66047258769
RAB11FIP5	2.519574	1.833811	1.37395503686	0.458334792249
USP3	2.381419	5.938679	0.401001361981	-1.31832095816
CLCA2	0.003825	0.002034	1.88080284725	0.911348628125
TAF15	126.936049	107.248883	1.18356523344	0.243139223917
HMGA2	9.832218	0.004067	2417.52147942	11.2393129926
HMGA2	16.305045	0.028615	569.816918665	9.15435464771
KMT2D	6.547148	6.563174	0.997558110396	-0.00352721030608
CDH13	0.703256	0.002751	255.635779787	7.99794596545
GNG10	3.806314	9.188510	0.414247108115	-1.27143646895
SF1	48.154024	43.967508	1.0952184057	0.131218597137
ECI1	29.022538	58.380442	0.497127749825	-1.00831145768
BEAN1	0.028340	0.005366	5.28179731711	2.40102894081
SHISA6	0.710144	0.000578	1228.04456509	10.262147201
SHISA6	0.699524	0.000586	1193.74213708	10.2212755151
MAP1LC3B2	10.341380	19.360276	0.534154576739	-0.904670797124
ECE1	7.627348	10.127355	0.753143151833	-0.409003987213
CSF2RA	1.158362	0.023413	49.4746587085	5.62861785004
TUFT1	2.745191	0.609846	4.5014462683	2.17038859897
IL17RC	2.549365	3.303285	0.771766534153	-0.373763608741
IL17RC	2.555243	3.310182	0.771934234239	-0.373450154103
CCPG1	1.346777	21.881785	0.0615478372489	-4.02214802754
BIVM-ERCC5	2.953926	4.466099	0.661410658739	-0.596381799909
PHEX	0.011447	0.003021	3.78885804001	1.92176308632
BLZF1	1.211796	4.947530	0.24492951766	-2.02956144423
LIMS1	2.999486	18.879865	0.158872219173	-2.65406122171
APEX1	115.334036	50.098331	2.30215326892	1.20298388601
MAN2B1	17.655917	10.247462	1.72295517201	0.784885165891
CST7	0.044627	0.501591	0.0889713874232	-3.49051473976
TEKT4	0.004209	0.697983	0.00603044709641	-7.37351931739
AP1G1	7.056003	7.107826	0.992709031799	-0.0105571766245
MSMB	0.018760	0.137132	0.136800939137	-2.86984996054
GOT2	46.574000	33.030763	1.41001890795	0.495714508885
IMPDH2	131.141385	86.185650	1.52161507771	0.605603447075
FABP9	0.028478	0.015471	1.84076678954	0.880306860321
MRPS24	51.181985	71.735808	0.713478892705	-0.48705734471
ESYT3	1.128631	0.002858	394.957889213	8.62555502974
DNM1L	9.036803	10.334917	0.874395303035	-0.193642443541
DNM1L	9.217188	10.452125	0.881848246863	-0.181397684382
HOXB-AS3	0.045695	1.618290	0.0282363527917	-5.14630243789
AGFG2	1.021162	1.937606	0.527022709783	-0.92406296493
USP2	1.340223	2.069230	0.647691640772	-0.626620970374
RNF121	7.051725	4.987220	1.41395918964	0.499740480996
MS4A6E	0.014098	0.012367	1.13996271615	0.188986640093
UBE2W	0.794148	0.607359	1.30754243612	0.386857769708
EIF2B4	17.131649	17.481674	0.979977565332	-0.0291793729597
OR4Q3	0.009927	0.008708	1.13996271615	0.188986640093
USP28	12.805879	3.448474	3.71349164407	1.89277633203
CCDC54	0.015239	0.006810	2.23763863065	1.16197706586
CARD6	0.164897	1.690705	0.0975313822789	-3.35798968606
PRB4	0.021900	0.005947	3.68274760549	1.88078252654
P2RX4	1.846471	7.310745	0.252569407174	-1.98524819365
MPDZ	5.760862	1.169612	4.92544828227	2.30025503526
CGREF1	2.493873	2.414560	1.03284765092	0.0466274667184
GSDMD	7.558326	1.591254	4.74991926089	2.24790299073
CEP120	2.079842	3.352583	0.620370083553	-0.688798978711
TBX20	0.029379	0.009476	3.10029256464	1.63240436441
SCAMP5	12.704654	0.047353	268.296911562	8.06768663722
SCAMP5	12.586066	0.046906	268.323932095	8.06783192561
ZNF185	4.983893	0.077157	64.5938284949	6.0133244266
C1orf185	0.010220	0.007138	1.43166342664	0.517692365658
BTF3L4	5.344324	6.763036	0.790225552584	-0.339663597104
C1orf198	8.870143	3.031737	2.92576305162	1.54881293486
SMIM24	1.305656	0.898080	1.45383022913	0.539858808539
TRIM64	0.006083	0.002767	2.19857720033	1.1365701919
C19orf38	0.107342	0.108082	0.99315918995	-0.00990311414861
ANP32E	19.169184	25.301956	0.7576166812	-0.400459998479
ADAMDEC1	0.003816	0.001736	2.19857720033	1.1365701919
RASGRP4	0.435635	4.075278	0.106896899353	-3.22570808797
LTB4R	2.682061	2.005284	1.33749713514	0.419535801333
C17orf58	4.822026	5.856752	0.823327724702	-0.280461286732
CPLX4	0.006306	0.002165	2.91298399549	1.54249777505
SPINT1	31.199325	1.665229	18.735751563	4.22772194576
FAM104B	1.884705	2.093068	0.90045086295	-0.151280543589
LRSAM1	4.452088	2.891238	1.53985540185	0.622794882848
TCF7L2	13.546099	0.471536	28.7276191982	4.84436652934
NUDT1	32.523934	18.767319	1.73300900437	0.793279150473
ITGB8	0.273438	0.002059	132.830182939	7.05343919662
CXCR3	0.008359	0.007482	1.11727454794	0.159983742929
GDI2	68.390743	65.563404	1.04312372632	0.0609102880273
GDI1	28.370181	25.249363	1.12359986609	0.168128357639
ABI1	4.613364	9.476012	0.486846546698	-1.03846098624
PRRG1	1.030365	0.740411	1.39161327627	0.47675834774
SSTR4	0.014113	0.003382	4.17312995614	2.06112984851
SSTR1	0.220494	0.000992	222.367901457	7.79680474155
SSTR2	1.179202	0.014663	80.4215959674	6.32951106161
GTPBP3	9.073084	9.359449	0.969403623928	-0.0448306191365
DCLK1	4.507577	0.000565	7972.7550891	12.9608626371
POU1F1	0.006955	0.003163	2.19857720033	1.1365701919
PRAMEF15	0.005017	0.008802	0.569981358079	-0.811013359903
ALS2CR11	0.023345	0.005717	4.08383180035	2.02992344756
OPALIN	0.007775	0.002434	3.19471157538	1.67568568781
ZNF682	1.313748	0.038216	34.3770485115	5.10337378046
LDHAL6B	0.031837	0.002403	13.2497941632	3.72789804233
ZNF101	4.673130	2.060410	2.26805809525	1.18145759471
PAQR7	2.746898	2.313440	1.18736503663	0.247763536978
SIKE1	3.702381	5.679933	0.651835426165	-0.617420332618
SPAG16	1.321760	0.474916	2.78314698883	1.47671710502
LOC645030	0.023639	0.338317	0.0698731312131	-3.8391183968
LOC100128494	10.927444	10.579949	1.03284472022	0.0466233730697
GATA6-AS1	0.020186	0.023361	0.864093878892	-0.210740033362
UTY	0.001594	0.000725	2.19857720033	1.1365701919
CES3	0.360550	0.468948	0.768847778321	-0.379230102942
TFEB	0.808769	0.711950	1.13599061509	0.183950916169
TSHZ3	2.304822	0.027195	84.7503054187	6.40514666225
MYOM1	0.070072	0.250402	0.279837811794	-1.8373371817
FLII	40.333349	13.646380	2.95560796279	1.56345492048
MORN1	1.377757	0.722648	1.9065406041	0.930957256847
PCDHB13	0.506843	0.030334	16.7085610665	4.06251558941
PCDHB12	0.265293	0.004149	63.9466947009	5.9987978854
PCDHB11	0.260858	0.001998	130.53569966	7.02830060714
PCDHB10	0.572338	0.003123	183.293569583	7.51801236303
PCDHGC5	7.021681	0.070155	100.087750411	6.64512160548
PCDHGC4	7.366286	0.070921	103.865911141	6.69857842825
ZNF577	1.910764	0.312298	6.11839317976	2.61315282024
PCGF1	4.517664	8.479725	0.532760690641	-0.908440456753
ARRDC1	6.422841	7.897305	0.813295351305	-0.298148727232
CHMP4C	0.986948	3.589592	0.274947119813	-1.86277392105
SLC30A7	1.045252	0.802943	1.30177590666	0.380481118113
TMEM263	1.188129	7.378031	0.161036035114	-2.63454453783
ZNF2	0.359036	0.506533	0.708810260766	-0.496528606331
PIGO	5.059063	2.909500	1.73880871481	0.798099231449
HDGFRP2	23.939794	9.066572	2.64044598823	1.40078163059
IL36RN	0.003503	0.005008	0.699577625681	-0.515443946044
RNF146	5.813393	3.796816	1.53112310583	0.614590283507
RNF146	5.756720	3.948886	1.45780856068	0.543801277491
RNF146	5.708191	3.904421	1.46198154399	0.547925098872
RNF146	5.455278	3.741355	1.45810217072	0.544091814335
ZNF195	7.822075	5.739126	1.36293840963	0.44672036909
TMEM207	0.006443	0.024698	0.260860795719	-1.93864795438
MIR155HG	0.028336	0.033150	0.854789922506	-0.226358195356
SNORD38B	2.491212	3.260702	0.764010861861	-0.38833494584
TBCEL	1.176998	0.527152	2.23274880399	1.15882094949
STT3A	23.881005	28.322227	0.843189525243	-0.246071150083
SFTPC	0.009542	0.004340	2.19857720033	1.1365701919
KRBOX4	1.591833	1.701402	0.935600902526	-0.0960348415021
MYL12B	51.886962	123.387395	0.420520766609	-1.24975104793
MYL12B	47.972034	114.074021	0.420534260147	-1.24970475593
MCPH1	2.088263	3.127649	0.667678034645	-0.582775515837
NEO1	8.260727	0.284812	29.0041309023	4.85818648505
MCPH1	2.102998	3.074381	0.684039574597	-0.547848301321
AZI2	2.739956	10.148513	0.269985956392	-1.88904372898
COPS2	5.335645	14.859118	0.359082197335	-1.4776139664
PPP1R12A	7.751585	7.558624	1.02552846779	0.0363675403511
LDB2	9.395275	0.012319	762.651209918	9.57487959707
BVES	0.629054	0.029332	21.4461133868	4.42264431111
PLA2G6	2.377008	1.922454	1.23644473341	0.306197755605
C20orf24	26.301381	38.116020	0.690034830551	-0.535258908947
UMODL1	0.005083	0.001287	3.94948651659	1.9816650968
POLD1	24.353697	36.277793	0.671311440367	-0.574945866118
MAGIX	0.071363	0.254679	0.280206505232	-1.83543764534
C1orf27	1.787729	5.005815	0.357130447892	-1.48547695578
ZNF829	0.699215	0.014434	48.4418414214	5.59818180218
CDHR1	1.305585	0.139452	9.36223469206	3.22685293091
NCEH1	0.518325	1.055019	0.491294947016	-1.02533869389
CLDN16	0.005403	0.009510	0.568093489696	-0.815799724978
C3orf83	0.317497	0.150945	2.10339604316	1.07272051708
SHBG	0.339402	0.017274	19.6483650514	4.29633736512
SHBG	0.295350	0.020307	14.5442860781	3.86238057682
NCEH1	0.516256	1.063483	0.48543892948	-1.04263828571
PRR5L	0.898672	0.075564	11.8928483175	3.57202237443
PRR5L	0.865233	0.070386	12.2927243133	3.61973277608
LRRC8B	2.132369	3.324181	0.64147204943	-0.640541690097
SYCP1	0.026504	0.003124	8.48356388206	3.08467045758
SUV39H1	6.083206	10.955568	0.555261535011	-0.848760636237
OR7C2	0.009741	0.004431	2.19857720033	1.1365701919
PPAT	9.039646	8.411864	1.0746305737	0.103840789028
H2AFY	24.108693	54.817891	0.439796069882	-1.18509338289
NDUFA9	13.745236	18.797978	0.731208224951	-0.451645796332
CSNK2A1	18.055528	14.645970	1.23279832013	0.301936801082
CTPS1	21.703599	20.250144	1.07177504584	0.100002131254
CAPN11	0.384963	0.244591	1.57390776813	0.654351000594
SORBS1	4.876077	1.542295	3.16157240579	1.66064226025
PCP4	0.943070	0.011697	80.6246104405	6.33314837956
CCDC159	1.176364	2.871617	0.409652143141	-1.28752873242
ZNF823	0.403681	1.709544	0.236133789784	-2.08232359476
ST3GAL3	1.620962	5.189159	0.312374688345	-1.67865053794
ST3GAL3	1.656811	5.301209	0.31253459295	-1.6779122113
HDGF	84.600747	73.221422	1.15540976804	0.208404596641
SOWAHD	0.789119	0.057443	13.7375187328	3.78004954336
HMX3	0.035128	4.860942	0.00722655997067	-7.11247523421
FBXO45	2.784271	6.230523	0.446875968062	-1.16205363281
DHRS7C	0.009278	0.004220	2.19857720033	1.1365701919
C7orf57	0.043968	0.004115	10.6835074275	3.41731346079
NCEH1	0.517198	1.049074	0.493004363594	-1.0203276789
GCH1	1.320535	1.887286	0.699700817314	-0.515189918035
GCDH	17.116793	6.285442	2.72324430097	1.44532641168
GPC1	9.268282	0.188278	49.2266823173	5.62136860583
EPHX2	2.937481	12.779169	0.229864802096	-2.1211425237
ENPEP	0.053011	0.011674	4.54104972002	2.18302583294
GBA	4.658381	7.978227	0.583886674995	-0.776239707439
ANK2	2.427274	0.015036	161.42601492	7.33472928742
PALLD	6.110316	0.015861	385.2471168	8.58964034939
DKC1	33.911349	49.854863	0.680201424352	-0.555966067814
ERICH5	0.659489	0.007120	92.6235994541	6.53330791772
ATRAID	36.176703	29.353089	1.23246666177	0.301548622225
BACH2	0.576264	0.225813	2.55195190248	1.35160113839
MBD1	5.141367	6.555514	0.78428124269	-0.350556998359
CXCL10	0.007673	0.156672	0.0489753251323	-4.35180111964
IL13RA1	1.342460	6.179773	0.217234503501	-2.20267482933
DGKZ	4.903117	4.288831	1.1432293451	0.193114853988
APITD1-CORT	1.837429	2.919465	0.629371620972	-0.668015967421
ZNF773	1.365979	0.065169	20.9606297449	4.389610157
ZNF568	0.315412	0.015521	20.3221345465	4.34498003922
TMEM205	20.662746	10.330084	2.00024956908	1.00018001481
HSD11B1L	2.039780	0.902856	2.25925230105	1.17584539209
ATP9B	2.244345	1.543972	1.4536174547	0.53964764834
CCDC88A	6.496454	6.332333	1.02591802473	0.0369154580027
ZNF585A	0.864716	0.456864	1.89272350218	0.920463670857
IFIT1	0.261874	0.021321	12.2826660821	3.61855184175
ZNF551	4.639198	1.713795	2.70697341004	1.43668071637
SLC39A2	0.050841	0.011336	4.48494346509	2.16508979938
SNPH	0.983837	0.727288	1.3527473853	0.435892452765
FAM65B	4.810063	0.004134	1163.43860155	10.1841793617
TBC1D3H	5.008156	2.104229	2.38004345347	1.25098791367
PPP1R10	10.947173	8.274668	1.32297424891	0.403784980489
TP73	0.849893	0.393103	2.16200967029	1.11237297601
CTSA	12.995541	16.215910	0.80140682232	-0.319393303505
PTPN3	0.803212	0.005040	159.365785916	7.31619812157
PTPN3	0.609981	0.004015	151.916299855	7.24713286184
PTPN3	0.614287	0.003850	159.56259046	7.3179786403
PTPN3	0.837492	0.004442	188.519456462	7.55856961668
ZNF652	1.573826	0.621409	2.53267237722	1.34066046421
SIN3A	11.472521	6.967931	1.64647443824	0.71938011405
PLA2R1	0.282079	0.001101	256.209079101	8.00117779013
ABCB4	0.149312	0.169345	0.881700908406	-0.181638748784
SERHL2	2.359046	5.947057	0.396674525239	-1.33397234548
HOXA10	0.014021	0.005733	2.44567320822	1.29023164328
ALKBH5	12.161715	10.565748	1.15105098894	0.202951742994
MRPL16	25.892536	38.891751	0.665759056519	-0.586927945907
NHP2	58.480387	43.343202	1.34924012457	0.432147127897
DAAM1	2.319478	0.874805	2.65142320451	1.40676696305
MTR	2.800888	3.633017	0.770953737554	-0.375283803623
